wav_filename,wav_filesize,transcript
clips/087_014_679075.wav,262700,قَدَ اَفْلَحَ مَن تَزَكّ۪ىٰ
clips/087_015-38510.wav,215458,وَذَكَرَ اَ۪سْمَ رَبِّهِۦ فَصَلّ۪ىٰ
clips/087_015_204799.wav,834092,وَذَكَرَ اَ۪سْمَ رَبِّهِۦ فَصَلّ۪ىٰ
clips/087_015_394466.wav,216404,وَذَكَرَ اَ۪سْمَ رَبِّهِۦ فَصَلّ۪ىٰ
clips/087_015_692806.wav,338732,وَذَكَرَ اَ۪سْمَ رَبِّهِۦ فَصَلّ۪ىٰ
clips/087_016-15817.wav,249700,بَلْ تُوثِرُونَ اَ۬لْحَيَوٰةَ اَ۬لدُّنْي۪ا
clips/087_016_178420.wav,926252,بَلْ تُوثِرُونَ اَ۬لْحَيَوٰةَ اَ۬لدُّنْي۪ا
clips/087_017-30848.wav,272418,وَالَاخِرَةُ خَيْرٞ وَأَبْق۪ىٰٓ
clips/087_017_265684.wav,336428,وَالَاخِرَةُ خَيْرٞ وَأَبْق۪ىٰٓ
clips/087_017_300830.wav,306646,وَالَاخِرَةُ خَيْرٞ وَأَبْق۪ىٰٓ
clips/087_017_737565.wav,1152044,وَالَاخِرَةُ خَيْرٞ وَأَبْق۪ىٰٓ
clips/087_018_895210.wav,361772,إِنَّ هَٰذَا لَفِے اِ۬لصُّحُفِ اِ۬لُاول۪ىٰ
clips/087_018_998962.wav,296300,إِنَّ هَٰذَا لَفِے اِ۬لصُّحُفِ اِ۬لُاول۪ىٰ
clips/087_019-78750.wav,235318,صُحُفِ إِبْرَٰهِيمَ وَمُوس۪ىٰ
clips/087_019_308019.wav,801836,صُحُفِ إِبْرَٰهِيمَ وَمُوس۪ىٰ
clips/087_019_479649.wav,334124,صُحُفِ إِبْرَٰهِيمَ وَمُوس۪ىٰ
clips/088_001-18999.wav,144956,هَلَ اَت۪يٰكَ حَدِيثُ اُ۬لْغَٰشِيَةِ
clips/088_001_145969.wav,769580,هَلَ اَت۪يٰكَ حَدِيثُ اُ۬لْغَٰشِيَةِ
clips/088_001_812992.wav,199598,هَلَ اَت۪يٰكَ حَدِيثُ اُ۬لْغَٰشِيَةِ
clips/088_002_221910.wav,190124,وُجُوهٞ يَوْمَئِذٍ خَٰشِعَةٌ
clips/088_002_222538.wav,995372,وُجُوهٞ يَوْمَئِذٍ خَٰشِعَةٌ
clips/088_002_958037.wav,232944,وُجُوهٞ يَوْمَئِذٍ خَٰشِعَةٌ
clips/088_003-38436.wav,129418,عَامِلَةٞ نَّاصِبَةٞ
clips/088_003_152509.wav,195206,عَامِلَةٞ نَّاصِبَةٞ
clips/088_003_662767.wav,741932,عَامِلَةٞ نَّاصِبَةٞ
clips/088_003_772339.wav,155564,عَامِلَةٞ نَّاصِبَةٞ
clips/088_004-18422.wav,138374,تَصْلَىٰ نَاراً حَامِيَةٗ
clips/088_004_186822.wav,163628,تَصْلَىٰ نَاراً حَامِيَةٗ
clips/088_004_321617.wav,691244,تَصْلَىٰ نَاراً حَامِيَةٗ
clips/088_004_963196.wav,168338,تَصْلَىٰ نَاراً حَامِيَةٗ
clips/088_005-33911.wav,181720,تُسْق۪ىٰ مِنْ عَيْنٍ اٰنِيَةٖ
clips/088_005_511329.wav,981548,تُسْق۪ىٰ مِنْ عَيْنٍ اٰنِيَةٖ
clips/088_005_758680.wav,150956,تُسْق۪ىٰ مِنْ عَيْنٍ اٰنِيَةٖ
clips/088_005_876911.wav,250288,تُسْق۪ىٰ مِنْ عَيْنٍ اٰنِيَةٖ
clips/088_006-60549.wav,240120,لَّيْسَ لَهُمْ طَعَامٌ اِلَّا مِن ضَرِيعٖ
clips/088_006_297113.wav,317622,لَّيْسَ لَهُمْ طَعَامٌ اِلَّا مِن ضَرِيعٖ
clips/088_006_402346.wav,1442348,لَّيْسَ لَهُمْ طَعَامٌ اِلَّا مِن ضَرِيعٖ
clips/088_006_800864.wav,252332,لَّيْسَ لَهُمْ طَعَامٌ اِلَّا مِن ضَرِيعٖ
clips/088_007-86454.wav,233590,لَّا يُسْمِنُ وَلَا يُغْنِے مِن جُوعٖ
clips/088_007_296499.wav,1313324,لَّا يُسْمِنُ وَلَا يُغْنِے مِن جُوعٖ
clips/088_007_400488.wav,316188,لَّا يُسْمِنُ وَلَا يُغْنِے مِن جُوعٖ
clips/088_008-12661.wav,202986,وُجُوهٞ يَوْمَئِذٖ نَّاعِمَةٞ
clips/088_008_264257.wav,225836,وُجُوهٞ يَوْمَئِذٖ نَّاعِمَةٞ
clips/088_009_335841.wav,102572,لِّسَعْيِهَا رَاضِيَةٞ
clips/088_009_452661.wav,153302,لِّسَعْيِهَا رَاضِيَةٞ
clips/088_009_984239.wav,608300,لِّسَعْيِهَا رَاضِيَةٞ
clips/088_010-86179.wav,147212,فِے جَنَّةٍ عَالِيَةٖ
clips/088_010_165366.wav,223398,فِے جَنَّةٍ عَالِيَةٖ
clips/088_010_796417.wav,824876,فِے جَنَّةٍ عَالِيَةٖ
clips/088_010_922620.wav,177452,فِے جَنَّةٍ عَالِيَةٖ
clips/088_011-15164.wav,172580,لَّا تُسْمَعُ فِيهَا لَٰغِيَةٞ
clips/088_011_295566.wav,204184,لَّا تُسْمَعُ فِيهَا لَٰغِيَةٞ
clips/088_011_828300.wav,728108,لَّا تُسْمَعُ فِيهَا لَٰغِيَةٞ
clips/088_012-91338.wav,161692,فِيهَا عَيْنٞ جَارِيَةٞ
clips/088_012_117688.wav,199340,فِيهَا عَيْنٞ جَارِيَةٞ
clips/088_012_340439.wav,870956,فِيهَا عَيْنٞ جَارِيَةٞ
clips/088_012_857493.wav,211884,فِيهَا عَيْنٞ جَارِيَةٞ
clips/088_013_432032.wav,232238,فِيهَا سُرُرٞ مَّرْفُوعَةٞ
clips/088_013_438596.wav,163628,فِيهَا سُرُرٞ مَّرْفُوعَةٞ
clips/088_013_936346.wav,880172,فِيهَا سُرُرٞ مَّرْفُوعَةٞ
clips/088_014-24562.wav,155148,وَأَكْوَابٞ مَّوْضُوعَةٞ
clips/088_014_277441.wav,838700,وَأَكْوَابٞ مَّوْضُوعَةٞ
clips/088_014_448077.wav,215874,وَأَكْوَابٞ مَّوْضُوعَةٞ
clips/088_014_485211.wav,155564,وَأَكْوَابٞ مَّوْضُوعَةٞ
clips/088_015-16188.wav,128746,وَنَمَارِقُ مَصْفُوفَةٞ
clips/088_015_761738.wav,626732,وَنَمَارِقُ مَصْفُوفَةٞ
clips/088_015_784970.wav,119852,وَنَمَارِقُ مَصْفُوفَةٞ
clips/088_016-78151.wav,149544,وَزَرَابِيُّ مَبْثُوثَةٌ
clips/088_016_118997.wav,686636,وَزَرَابِيُّ مَبْثُوثَةٌ
clips/088_016_140366.wav,146348,وَزَرَابِيُّ مَبْثُوثَةٌ
clips/088_016_846066.wav,188684,وَزَرَابِيُّ مَبْثُوثَةٌ
clips/088_017-29550.wav,243624,اَفَلَا يَنظُرُونَ إِلَى اَ۬لِابِلِ كَيْفَ خُلِقَتْ
clips/088_017_533066.wav,328830,اَفَلَا يَنظُرُونَ إِلَى اَ۬لِابِلِ كَيْفَ خُلِقَتْ
clips/088_017_863056.wav,235052,اَفَلَا يَنظُرُونَ إِلَى اَ۬لِابِلِ كَيْفَ خُلِقَتْ
clips/088_018-23914.wav,207770,وَإِلَى اَ۬لسَّمَآءِ كَيْفَ رُفِعَتْ
clips/088_018_502054.wav,313388,وَإِلَى اَ۬لسَّمَآءِ كَيْفَ رُفِعَتْ
clips/088_019-32417.wav,151460,وَإِلَى اَ۬لْجِبَالِ كَيْفَ نُصِبَتْ
clips/088_019_254974.wav,760364,وَإِلَى اَ۬لْجِبَالِ كَيْفَ نُصِبَتْ
clips/088_019_761753.wav,163628,وَإِلَى اَ۬لْجِبَالِ كَيْفَ نُصِبَتْ
clips/088_020-81193.wav,139200,وَإِلَى اَ۬لَارْضِ كَيْفَ سُطِحَتْ
clips/088_020_320560.wav,186230,وَإِلَى اَ۬لَارْضِ كَيْفَ سُطِحَتْ
clips/088_020_349345.wav,695852,وَإِلَى اَ۬لَارْضِ كَيْفَ سُطِحَتْ
clips/088_020_780836.wav,155564,وَإِلَى اَ۬لَارْضِ كَيْفَ سُطِحَتْ
clips/088_021-11655.wav,272430,فَذَكِّرِ اِنَّمَآ أَنتَ مُذَكِّرٞ
clips/088_021_303775.wav,344492,فَذَكِّرِ اِنَّمَآ أَنتَ مُذَكِّرٞ
clips/088_021_422876.wav,1566764,فَذَكِّرِ اِنَّمَآ أَنتَ مُذَكِّرٞ
clips/088_021_562598.wav,363256,فَذَكِّرِ اِنَّمَآ أَنتَ مُذَكِّرٞ
clips/088_022-33146.wav,155384,لَّسْتَ عَلَيْهِم بِمُصَيْطِرٍ
clips/088_022_751133.wav,218418,لَّسْتَ عَلَيْهِم بِمُصَيْطِرٍ
clips/088_023-89626.wav,165224,اِلَّا مَن تَوَلّ۪ىٰ وَكَفَرَ
clips/088_023_557387.wav,180908,اِلَّا مَن تَوَلّ۪ىٰ وَكَفَرَ
clips/088_023_694435.wav,1023020,اِلَّا مَن تَوَلّ۪ىٰ وَكَفَرَ
clips/088_023_777443.wav,233400,اِلَّا مَن تَوَلّ۪ىٰ وَكَفَرَ
clips/088_024-94004.wav,203306,فَيُعَذِّبُهُ اُ۬للَّهُ اُ۬لْعَذَابَ اَ۬لَاكْبَرَ
clips/088_024_331399.wav,200492,فَيُعَذِّبُهُ اُ۬للَّهُ اُ۬لْعَذَابَ اَ۬لَاكْبَرَ
clips/088_024_415360.wav,949292,فَيُعَذِّبُهُ اُ۬للَّهُ اُ۬لْعَذَابَ اَ۬لَاكْبَرَ
clips/088_024_752962.wav,255410,فَيُعَذِّبُهُ اُ۬للَّهُ اُ۬لْعَذَابَ اَ۬لَاكْبَرَ
clips/088_025-32275.wav,211616,إِنَّ إِلَيْنَآ إِيَابَهُمْ
clips/088_025_746658.wav,284748,إِنَّ إِلَيْنَآ إِيَابَهُمْ
clips/088_025_759949.wav,293804,إِنَّ إِلَيْنَآ إِيَابَهُمْ
clips/088_025_994117.wav,1179692,إِنَّ إِلَيْنَآ إِيَابَهُمْ
clips/088_026_746893.wav,221228,ثُمَّ إِنَّ عَلَيْنَا حِسَابَهُمْ
clips/089_001_528768.wav,87244,وَالْفَجْرِ
clips/089_001_540795.wav,359468,وَالْفَجْرِ
clips/089_001_787033.wav,56942,وَالْفَجْرِ
clips/089_002-25957.wav,89378,وَلَيَالٍ عَشْرٖ
clips/089_002_599581.wav,127726,وَلَيَالٍ عَشْرٖ
clips/089_002_851275.wav,479276,وَلَيَالٍ عَشْرٖ
clips/089_002_910810.wav,84140,وَلَيَالٍ عَشْرٖ
clips/089_003_457379.wav,137818,وَالشَّفْعِ وَالْوَتْرِ
clips/089_003_634390.wav,553004,وَالشَّفْعِ وَالْوَتْرِ
clips/089_003_714881.wav,102572,وَالشَّفْعِ وَالْوَتْرِ
clips/089_004-31733.wav,113074,وَاليْلِ إِذَا يَسْرِۦ
clips/089_004_196622.wav,585260,وَاليْلِ إِذَا يَسْرِۦ
clips/089_004_342954.wav,124460,وَاليْلِ إِذَا يَسْرِۦ
clips/089_004_474277.wav,147436,وَاليْلِ إِذَا يَسْرِۦ
clips/089_005-79327.wav,201378,هَلْ فِے ذَٰلِكَ قَسَمٞ لِّذِے حِجْرٍ
clips/089_005_492766.wav,921644,هَلْ فِے ذَٰلِكَ قَسَمٞ لِّذِے حِجْرٍ
clips/089_006-31517.wav,232752,اَلَمْ تَرَ كَيْفَ فَعَلَ رَبُّكَ بِعَادٍ
clips/089_006_659539.wav,285606,اَلَمْ تَرَ كَيْفَ فَعَلَ رَبُّكَ بِعَادٍ
clips/089_007-96010.wav,160418,اِرَمَ ذَاتِ اِ۬لْعِمَادِ
clips/089_007_165162.wav,155564,اِرَمَ ذَاتِ اِ۬لْعِمَادِ
clips/089_007_997883.wav,213170,اِرَمَ ذَاتِ اِ۬لْعِمَادِ
clips/089_008-46895.wav,256224,اِ۬لتِے لَمْ يُخْلَقْ مِثْلُهَا فِے اِ۬لْبِلَٰدِ
clips/089_008_182167.wav,317440,اِ۬لتِے لَمْ يُخْلَقْ مِثْلُهَا فِے اِ۬لْبِلَٰدِ
clips/089_008_439737.wav,235052,اِ۬لتِے لَمْ يُخْلَقْ مِثْلُهَا فِے اِ۬لْبِلَٰدِ
clips/089_009-37326.wav,255778,وَثَمُودَ اَ۬لذِينَ جَابُواْ اُ۬لصَّخْرَ بِالْوَادِۦ
clips/089_009_122459.wav,320912,وَثَمُودَ اَ۬لذِينَ جَابُواْ اُ۬لصَّخْرَ بِالْوَادِۦ
clips/089_009_698801.wav,1198124,وَثَمُودَ اَ۬لذِينَ جَابُواْ اُ۬لصَّخْرَ بِالْوَادِۦ
clips/089_009_817947.wav,225836,وَثَمُودَ اَ۬لذِينَ جَابُواْ اُ۬لصَّخْرَ بِالْوَادِۦ
clips/089_010-16942.wav,156686,وَفِرْعَوْنَ ذِے اِ۬لَاوْتَادِ
clips/089_010_176711.wav,829484,وَفِرْعَوْنَ ذِے اِ۬لَاوْتَادِ
clips/089_010_329483.wav,222928,وَفِرْعَوْنَ ذِے اِ۬لَاوْتَادِ
clips/089_010_892133.wav,155564,وَفِرْعَوْنَ ذِے اِ۬لَاوْتَادِ
clips/089_011-48153.wav,188894,اِ۬لذِينَ طَغَوْاْ فِے اِ۬لْبِلَٰدِ
clips/089_011_185179.wav,253542,اِ۬لذِينَ طَغَوْاْ فِے اِ۬لْبِلَٰدِ
clips/089_011_405012.wav,163628,اِ۬لذِينَ طَغَوْاْ فِے اِ۬لْبِلَٰدِ
clips/089_011_430817.wav,986156,اِ۬لذِينَ طَغَوْاْ فِے اِ۬لْبِلَٰدِ
clips/089_012_752000.wav,177452,فَأَكْثَرُواْ فِيهَا اَ۬لْفَسَادَ
clips/089_012_799381.wav,981548,فَأَكْثَرُواْ فِيهَا اَ۬لْفَسَادَ
clips/089_012_895968.wav,262024,فَأَكْثَرُواْ فِيهَا اَ۬لْفَسَادَ
clips/089_013_124352.wav,331108,فَصَبَّ عَلَيْهِمْ رَبُّكَ سَوْطَ عَذَابٍ
clips/089_013_326370.wav,1198124,فَصَبَّ عَلَيْهِمْ رَبُّكَ سَوْطَ عَذَابٍ
clips/089_013_645538.wav,212012,فَصَبَّ عَلَيْهِمْ رَبُّكَ سَوْطَ عَذَابٍ
clips/089_014-92484.wav,217678,اِنَّ رَبَّكَ لَبِالْمِرْصَادِ
clips/089_014_688443.wav,1096748,اِنَّ رَبَّكَ لَبِالْمِرْصَادِ
clips/089_014_726441.wav,203948,اِنَّ رَبَّكَ لَبِالْمِرْصَادِ
clips/089_014_844619.wav,263616,اِنَّ رَبَّكَ لَبِالْمِرْصَادِ
clips/089_015-85697.wav,424422,فَأَمَّا اَ۬لِانسَٰنُ إِذَا مَا اَ۪بْتَل۪يٰهُ رَبُّهُۥ فَأَكْرَمَهُۥ وَنَعَّمَهُۥ
clips/089_015_226411.wav,1810988,فَأَمَّا اَ۬لِانسَٰنُ إِذَا مَا اَ۪بْتَل۪يٰهُ رَبُّهُۥ فَأَكْرَمَهُۥ وَنَعَّمَهُۥ
clips/089_015_607961.wav,396944,فَأَمَّا اَ۬لِانسَٰنُ إِذَا مَا اَ۪بْتَل۪يٰهُ رَبُّهُۥ فَأَكْرَمَهُۥ وَنَعَّمَهُۥ
clips/089_016-99061.wav,153378,فَيَقُولُ رَبِّيَ أَكْرَمَنِۦ
clips/089_016_581664.wav,150344,فَيَقُولُ رَبِّيَ أَكْرَمَنِۦ
clips/089_016_600629.wav,649772,فَيَقُولُ رَبِّيَ أَكْرَمَنِۦ
clips/089_016_829906.wav,249714,فَيَقُولُ رَبِّيَ أَكْرَمَنِۦ
clips/089_017_116235.wav,1622060,وَأَمَّآ إِذَا مَا اَ۪بْتَل۪يٰهُ فَقَدَرَ عَلَيْهِ رِزْقَهُۥ
clips/089_017_305009.wav,396944,وَأَمَّآ إِذَا مَا اَ۪بْتَل۪يٰهُ فَقَدَرَ عَلَيْهِ رِزْقَهُۥ
clips/089_017_836936.wav,410174,وَأَمَّآ إِذَا مَا اَ۪بْتَل۪يٰهُ فَقَدَرَ عَلَيْهِ رِزْقَهُۥ
clips/089_018-61835.wav,163118,فَيَقُولُ رَبِّيَ أَهَٰنَنِۦ
clips/089_018_218574.wav,640556,فَيَقُولُ رَبِّيَ أَهَٰنَنِۦ
clips/089_018_476041.wav,185498,فَيَقُولُ رَبِّيَ أَهَٰنَنِۦ
clips/089_019_163857.wav,199340,كَلَّا بَل لَّا تُكْرِمُونَ اَ۬لْيَتِيمَ
clips/089_019_768696.wav,1465388,كَلَّا بَل لَّا تُكْرِمُونَ اَ۬لْيَتِيمَ
clips/089_020-51113.wav,286068,وَلَا تَحُضُّونَ عَلَىٰ طَعَامِ اِ۬لْمِسْكِينِ
clips/089_020_200487.wav,1290284,وَلَا تَحُضُّونَ عَلَىٰ طَعَامِ اِ۬لْمِسْكِينِ
clips/089_020_339763.wav,230444,وَلَا تَحُضُّونَ عَلَىٰ طَعَامِ اِ۬لْمِسْكِينِ
clips/089_020_527074.wav,339664,وَلَا تَحُضُّونَ عَلَىٰ طَعَامِ اِ۬لْمِسْكِينِ
clips/089_021-32011.wav,246524,وَتَاكُلُونَ اَ۬لتُّرَاثَ أَكْلاٗ لَّمّاٗ
clips/089_021_278381.wav,1225772,وَتَاكُلُونَ اَ۬لتُّرَاثَ أَكْلاٗ لَّمّاٗ
clips/089_021_347090.wav,243116,وَتَاكُلُونَ اَ۬لتُّرَاثَ أَكْلاٗ لَّمّاٗ
clips/089_021_941033.wav,294026,وَتَاكُلُونَ اَ۬لتُّرَاثَ أَكْلاٗ لَّمّاٗ
clips/089_022-17782.wav,257024,وَتُحِبُّونَ اَ۬لْمَالَ حُبّاٗ جَمّاٗ
clips/089_022_116460.wav,1313324,وَتُحِبُّونَ اَ۬لْمَالَ حُبّاٗ جَمّاٗ
clips/089_022_788240.wav,256940,وَتُحِبُّونَ اَ۬لْمَالَ حُبّاٗ جَمّاٗ
clips/089_023-81342.wav,327522,كَلَّآ إِذَا دُكَّتِ اِ۬لَارْضُ دَكّاٗ دَكّاٗ
clips/089_023_654422.wav,1622060,كَلَّآ إِذَا دُكَّتِ اِ۬لَارْضُ دَكّاٗ دَكّاٗ
clips/089_023_886060.wav,389420,كَلَّآ إِذَا دُكَّتِ اِ۬لَارْضُ دَكّاٗ دَكّاٗ
clips/089_024-67581.wav,326192,وَجَآءَ رَبُّكَ وَالْمَلَكُ صَفّاٗ صَفّاٗ
clips/089_024_193759.wav,1626668,وَجَآءَ رَبُّكَ وَالْمَلَكُ صَفّاٗ صَفّاٗ
clips/089_024_792758.wav,414788,وَجَآءَ رَبُّكَ وَالْمَلَكُ صَفّاٗ صَفّاٗ
clips/089_025_306282.wav,1608236,وَجِےٓءَ يَوْمَئِذِۢ بِجَهَنَّمَ
clips/089_025_642863.wav,352844,وَجِےٓءَ يَوْمَئِذِۢ بِجَهَنَّمَ
clips/089_026_289855.wav,1852460,يَوْمَئِذٖ يَتَذَكَّرُ اُ۬لِانسَٰنُ وَأَنّ۪ىٰ لَهُ اُ۬لذِّكْر۪ىٰ
clips/089_026_576149.wav,499136,يَوْمَئِذٖ يَتَذَكَّرُ اُ۬لِانسَٰنُ وَأَنّ۪ىٰ لَهُ اُ۬لذِّكْر۪ىٰ
clips/089_026_859195.wav,686708,يَوْمَئِذٖ يَتَذَكَّرُ اُ۬لِانسَٰنُ وَأَنّ۪ىٰ لَهُ اُ۬لذِّكْر۪ىٰ
clips/089_027-13208.wav,257368,يَقُولُ يَٰلَيْتَنِے قَدَّمْتُ لِحَيَاتِے
clips/089_027_400005.wav,291552,يَقُولُ يَٰلَيْتَنِے قَدَّمْتُ لِحَيَاتِے
clips/089_027_811166.wav,1069100,يَقُولُ يَٰلَيْتَنِے قَدَّمْتُ لِحَيَاتِے
